pathway	pval	padj	foldEnrichment	overlap	size	overlapGenes
REACTOME_CELL_CYCLE	1	1	0	0	602	
REACTOME_CELL_CYCLE_CHECKPOINTS	1	1	0	0	272	
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	1	1	0	0	70	
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS	1	1	0	0	18	
REACTOME_CELL_JUNCTION_ORGANIZATION	1	1	0	0	73	
REACTOME_CGMP_EFFECTS	1	1	0	0	10	
REACTOME_CHAPERONIN_MEDIATED_PROTEIN_FOLDING	1	1	0	0	39	
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	1	1	0	0	14	
REACTOME_CHOLESTEROL_BIOSYNTHESIS	1	1	0	0	27	
REACTOME_CHOLINE_CATABOLISM	1	1	0	0	6	
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1	1	0	0	19	
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1	1	0	0	49	
REACTOME_CHROMATIN_ORGANIZATION	1	1	0	0	222	
REACTOME_CHROMOSOME_MAINTENANCE	1	1	0	0	131	
REACTOME_CHYLOMICRON_ASSEMBLY	1	1	0	0	10	
REACTOME_CHYLOMICRON_CLEARANCE	1	1	0	0	5	
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	1	1	0	0	33	
REACTOME_CLASSICAL_ANTIBODY_MEDIATED_COMPLEMENT_ACTIVATION	1	1	0	0	64	
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS	1	1	0	0	31	
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	1	1	0	0	19	
REACTOME_CLEAVAGE_OF_THE_DAMAGED_PYRIMIDINE	1	1	0	0	8	
REACTOME_CLEC7A_DECTIN_1_SIGNALING	1	1	0	0	79	
REACTOME_COBALAMIN_CBL_METABOLISM	1	1	0	0	7	
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	1	1	0	0	15	
REACTOME_COENZYME_A_BIOSYNTHESIS	1	1	0	0	7	
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	1	1	0	0	10	
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	1	1	0	0	61	
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	1	1	0	0	41	
REACTOME_COLLAGEN_FORMATION	1	1	0	0	76	
REACTOME_COMPLEX_III_ASSEMBLY	1	1	0	0	17	
REACTOME_COMPLEX_IV_ASSEMBLY	1	1	0	0	42	
REACTOME_COMPLEX_I_BIOGENESIS	1	1	0	0	63	
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES	1	1	0	0	8	
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	1	1	0	0	77	
REACTOME_CONJUGATION_OF_SALICYLATE_WITH_GLYCINE	1	1	0	0	5	
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	1	1	0	0	20	
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	1	1	0	0	70	
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	1	1	0	0	96	
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	1	1	0	0	95	
REACTOME_CO_INHIBITION_BY_CTLA4	1	1	0	0	21	
REACTOME_CO_INHIBITION_BY_PD_1	1	1	0	0	22	
REACTOME_CO_STIMULATION_BY_CD28	1	1	0	0	48	
REACTOME_CO_STIMULATION_BY_ICOS	1	1	0	0	11	
REACTOME_CREATINE_METABOLISM	1	1	0	0	10	
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING	1	1	0	0	5	
REACTOME_CREB3_FACTORS_ACTIVATE_GENES	1	1	0	0	5	
REACTOME_CREB_PHOSPHORYLATION	1	1	0	0	7	
REACTOME_CRMPS_IN_SEMA3A_SIGNALING	1	1	0	0	15	
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	1	1	0	0	18	
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	1	1	0	0	7	
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES	1	1	0	0	40	
REACTOME_CS_DS_DEGRADATION	1	1	0	0	13	
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	1	1	0	0	32	
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	1	1	0	0	62	
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	1	1	0	0	43	
REACTOME_CYP2E1_REACTIONS	1	1	0	0	11	
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	1	1	0	0	11	
REACTOME_CYTOPROTECTION_BY_HMOX1	1	1	0	0	49	
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	1	1	0	0	32	
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	1	1	0	0	98	
REACTOME_DAP12_INTERACTIONS	1	1	0	0	59	
REACTOME_DAP12_SIGNALING	1	1	0	0	29	
REACTOME_DARPP_32_EVENTS	1	1	0	0	16	
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING	1	1	0	0	9	
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	1	1	0	0	33	
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	1	1	0	0	31	
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1	1	0	0	53	
REACTOME_DEADENYLATION_OF_MRNA	1	1	0	0	23	
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	1	1	0	0	44	
REACTOME_DECTIN_2_FAMILY	1	1	0	0	8	
REACTOME_DEFENSINS	1	1	0	0	54	
REACTOME_DEGRADATION_OF_AXIN	1	1	0	0	41	
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	1	1	0	0	66	
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE	1	1	0	0	13	
REACTOME_DEGRADATION_OF_DVL	1	1	0	0	43	
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	1	1	0	0	42	
REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA	1	1	0	0	11	
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	1	1	0	0	78	
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	1	1	0	0	10	
REACTOME_DEUBIQUITINATION	1	1	0	0	241	
REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION	1	1	0	0	7	
REACTOME_DIGESTION	1	1	0	0	20	
REACTOME_DIGESTION_AND_ABSORPTION	1	1	0	0	24	
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	1	1	0	0	9	
REACTOME_DIGESTION_OF_DIETARY_LIPID	1	1	0	0	6	
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE	1	1	0	0	30	
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1	1	1	0	0	9	
REACTOME_DNA_DAMAGE_BYPASS	1	1	0	0	48	
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	1	1	0	0	38	
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE	1	1	0	0	86	
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	1	1	0	0	164	
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	1	1	0	0	76	
REACTOME_DNA_REPAIR	1	1	0	0	325	
REACTOME_DNA_REPLICATION	1	1	0	0	118	
REACTOME_DNA_REPLICATION_INITIATION	1	1	0	0	8	
REACTOME_DNA_REPLICATION_PRE_INITIATION	1	1	0	0	88	
REACTOME_DNA_STRAND_ELONGATION	1	1	0	0	24	
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	0	0	23	
REACTOME_DOPAMINE_RECEPTORS	1	1	0	0	5	
REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING	1	1	0	0	12	
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	1	1	0	0	26	
REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING	1	1	0	0	9	
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	1	1	0	0	23	
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	1	1	0	0	16	
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	1	1	0	0	66	
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1	1	1	0	0	30	
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	1	1	0	0	28	
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3	1	1	0	0	24	
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	1	1	0	0	26	
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	1	1	0	0	27	
REACTOME_DOWNSTREAM_TCR_SIGNALING	1	1	0	0	81	
REACTOME_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY	1	1	0	0	5	
REACTOME_DUAL_INCISION_IN_GG_NER	1	1	0	0	41	
REACTOME_DUAL_INCISION_IN_TC_NER	1	1	0	0	61	
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	1	1	0	0	53	
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	1	1	0	0	9	
REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN	1	1	0	0	7	
REACTOME_EICOSANOIDS	1	1	0	0	17	
REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS	1	1	0	0	5	
REACTOME_ENDOGENOUS_STEROLS	1	1	0	0	26	
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	1	1	0	0	30	
REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	1	1	0	0	23	
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	1	1	0	0	29	
REACTOME_ENOS_ACTIVATION	1	1	0	0	13	
REACTOME_EPHRIN_SIGNALING	1	1	0	0	18	
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	1	1	0	0	110	
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	1	1	0	0	189	
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES	1	1	0	0	79	
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	1	1	0	0	11	
REACTOME_ERBB2_REGULATES_CELL_MOTILITY	1	1	0	0	13	
REACTOME_ERKS_ARE_INACTIVATED	1	1	0	0	13	
REACTOME_ERK_MAPK_TARGETS	1	1	0	0	19	
REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	1	1	0	0	13	
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	1	1	0	0	9	
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	1	1	0	0	12	
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS	1	1	0	0	10	
REACTOME_ER_PHAGOSOME_PATHWAY	1	1	0	0	48	
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	1	1	0	0	150	
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	1	1	0	0	11	
REACTOME_ESTROGEN_BIOSYNTHESIS	1	1	0	0	8	
REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	1	1	0	0	9	
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	1	1	0	0	5	
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	1	1	0	0	5	
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	1	1	0	0	119	
REACTOME_EUKARYOTIC_TRANSLATION_TERMINATION	1	1	0	0	6	
REACTOME_EXTENSION_OF_TELOMERES	1	1	0	0	48	
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	1	1	0	0	70	
REACTOME_EXTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	1	1	0	0	5	
REACTOME_FANCONI_ANEMIA_PATHWAY	1	1	0	0	37	
REACTOME_FATTY_ACIDS	1	1	0	0	22	
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	1	1	0	0	8	
REACTOME_FBXL7_DOWN_REGULATES_AURKA_DURING_MITOTIC_ENTRY_AND_IN_EARLY_MITOSIS	1	1	0	0	41	
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	1	1	0	0	84	
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	1	1	0	0	119	
REACTOME_FCGR_ACTIVATION	1	1	0	0	70	
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	8	
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	13	
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	17	
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	8	
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	12	
REACTOME_FGFR2_ALTERNATIVE_SPLICING	1	1	0	0	17	
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	18	
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	7	
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION	1	1	0	0	13	
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	1	1	0	0	13	
REACTOME_FLT3_SIGNALING	1	1	0	0	29	
REACTOME_FORMATION_OF_APOPTOSOME	1	1	0	0	9	
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	1	1	0	0	20	
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	1	1	0	0	43	
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF	1	1	0	0	16	
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	1	1	0	0	49	
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	1	1	0	0	26	
REACTOME_FORMATION_OF_THE_CANONICAL_BAF_CBAF_COMPLEX	1	1	0	0	14	
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC	1	1	0	0	26	
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	1	1	0	0	32	
REACTOME_FORMATION_OF_THE_EMBRYONIC_STEM_CELL_BAF_ESBAF_COMPLEX	1	1	0	0	17	
REACTOME_FORMATION_OF_THE_NON_CANONICAL_BAF_NCBAF_COMPLEX	1	1	0	0	16	
REACTOME_FORMATION_OF_THE_POLYBROMO_BAF_PBAF_COMPLEX	1	1	0	0	15	
REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	1	1	0	0	38	
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE	1	1	0	0	5	
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	1	1	0	0	12	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	1	1	0	0	21	
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	1	1	0	0	8	
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	1	1	0	0	22	
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	1	1	0	0	23	
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	1	1	0	0	19	
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	1	1	0	0	21	
REACTOME_G0_AND_EARLY_G1	1	1	0	0	17	
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	1	1	0	0	53	
REACTOME_G1_S_TRANSITION	1	1	0	0	96	
REACTOME_G2_M_CHECKPOINTS	1	1	0	0	152	
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	1	1	0	0	93	
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	1	1	0	0	7	
REACTOME_G2_PHASE	1	1	0	0	5	
REACTOME_GAB1_SIGNALOSOME	1	1	0	0	17	
REACTOME_GABA_B_RECEPTOR_ACTIVATION	1	1	0	0	43	
REACTOME_GALACTOSE_CATABOLISM	1	1	0	0	5	
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	1	1	0	0	22	
REACTOME_GAP_JUNCTION_ASSEMBLY	1	1	0	0	32	
REACTOME_GAP_JUNCTION_DEGRADATION	1	1	0	0	11	
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	1	1	0	0	44	
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	1	1	0	0	16	
REACTOME_GDP_FUCOSE_BIOSYNTHESIS	1	1	0	0	6	
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	1	1	0	0	29	
REACTOME_GENE_SILENCING_BY_RNA	1	1	0	0	41	
REACTOME_GLI3_IS_PROCESSED_TO_GLI3R_BY_THE_PROTEASOME	1	1	0	0	44	
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	1	1	0	0	81	
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	1	1	0	0	32	
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	1	1	0	0	6	
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	1	1	0	0	33	
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	1	1	0	0	16	
REACTOME_GLUCONEOGENESIS	1	1	0	0	25	
REACTOME_GLUCOSE_METABOLISM	1	1	0	0	73	
REACTOME_GLUCURONIDATION	1	1	0	0	24	
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	1	1	0	0	13	
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	1	1	0	0	24	
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	1	1	0	0	12	
REACTOME_GLYCINE_DEGRADATION	1	1	0	0	7	
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	1	1	0	0	15	
REACTOME_GLYCOGEN_METABOLISM	1	1	0	0	19	
REACTOME_GLYCOGEN_SYNTHESIS	1	1	0	0	6	
REACTOME_GLYCOPROTEIN_HORMONES	1	1	0	0	9	
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1	1	0	0	123	
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	1	1	0	0	19	
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	1	1	0	0	34	
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	1	1	0	0	53	
REACTOME_GLYCOSPHINGOLIPID_TRANSPORT	1	1	0	0	8	
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	1	1	0	0	18	
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	1	1	0	0	55	
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	1	1	0	0	10	
REACTOME_GPER1_SIGNALING	1	1	0	0	27	
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	1	1	0	0	11	
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	1	1	0	0	77	
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	1	1	0	0	33	
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	1	1	0	0	20	
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	1	1	0	0	25	
REACTOME_G_PROTEIN_ACTIVATION	1	1	0	0	24	
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	1	1	0	0	32	
REACTOME_HATS_ACETYLATE_HISTONES	1	1	0	0	73	
REACTOME_HDACS_DEACETYLATE_HISTONES	1	1	0	0	91	
REACTOME_HDL_ASSEMBLY	1	1	0	0	7	
REACTOME_HDL_REMODELING	1	1	0	0	9	
REACTOME_HDMS_DEMETHYLATE_HISTONES	1	1	0	0	48	
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	1	1	0	0	58	
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	1	1	0	0	12	
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	1	1	0	0	36	
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	1	1	0	0	50	
REACTOME_HEDGEHOG_OFF_STATE	1	1	0	0	93	
REACTOME_HEME_BIOSYNTHESIS	1	1	0	0	13	
REACTOME_HEME_DEGRADATION	1	1	0	0	18	
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1	1	0	0	55	
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1	1	0	0	9	
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	1	1	0	0	7	
REACTOME_HISTIDINE_CATABOLISM	1	1	0	0	7	
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	1	1	0	0	26	
REACTOME_HOMOLOGY_DIRECTED_REPAIR	1	1	0	0	134	
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	1	1	0	0	11	
REACTOME_HSF1_ACTIVATION	1	1	0	0	8	
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	1	1	0	0	23	
REACTOME_HS_GAG_BIOSYNTHESIS	1	1	0	0	29	
REACTOME_HS_GAG_DEGRADATION	1	1	0	0	23	
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA	1	1	0	0	7	
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	1	1	0	0	5	
REACTOME_HYALURONAN_METABOLISM	1	1	0	0	17	
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	1	1	0	0	12	
REACTOME_IFNG_SIGNALING_ACTIVATES_MAPKS	1	1	0	0	7	
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	1	1	0	0	23	
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	1	1	0	0	18	
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	1	1	0	0	12	
REACTOME_INFLAMMASOMES	1	1	0	0	14	
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	1	1	0	0	61	
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	1	1	0	0	10	
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	1	1	0	0	21	
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	1	1	0	0	17	
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	1	1	0	0	48	
REACTOME_INSULIN_PROCESSING	1	1	0	0	12	
REACTOME_INSULIN_RECEPTOR_RECYCLING	1	1	0	0	30	
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	1	1	0	0	46	
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	1	1	0	0	10	
REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA	1	1	0	0	10	
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	1	1	0	0	28	
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1	1	0	0	34	
REACTOME_INTERFERON_GAMMA_SIGNALING	1	1	0	0	19	
REACTOME_INTERFERON_SIGNALING	1	1	0	0	140	
REACTOME_INTERLEUKIN_10_SIGNALING	1	1	0	0	5	
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	1	1	0	0	16	
REACTOME_INTERLEUKIN_12_SIGNALING	1	1	0	0	7	
REACTOME_INTERLEUKIN_15_SIGNALING	1	1	0	0	11	
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	1	1	0	0	109	
REACTOME_INTERLEUKIN_1_PROCESSING	1	1	0	0	9	
REACTOME_INTERLEUKIN_1_SIGNALING	1	1	0	0	90	
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	1	1	0	0	19	
REACTOME_INTERLEUKIN_21_SIGNALING	1	1	0	0	6	
REACTOME_INTERLEUKIN_23_SIGNALING	1	1	0	0	8	
REACTOME_INTERLEUKIN_27_SIGNALING	1	1	0	0	9	
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	1	1	0	0	36	
REACTOME_INTERLEUKIN_2_SIGNALING	1	1	0	0	10	
REACTOME_INTERLEUKIN_35_SIGNALLING	1	1	0	0	9	
REACTOME_INTERLEUKIN_36_PATHWAY	1	1	0	0	7	
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	1	1	0	0	42	
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	1	1	0	0	13	
REACTOME_INTERLEUKIN_6_SIGNALING	1	1	0	0	9	
REACTOME_INTERLEUKIN_7_SIGNALING	1	1	0	0	25	
REACTOME_INTERLEUKIN_9_SIGNALING	1	1	0	0	6	
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	1	1	0	0	23	
REACTOME_INTRAFLAGELLAR_TRANSPORT	1	1	0	0	55	
REACTOME_INTRA_GOLGI_TRAFFIC	1	1	0	0	37	
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	1	1	0	0	38	
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	1	1	0	0	35	
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	1	1	0	0	12	
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	1	1	0	0	55	
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	1	1	0	0	14	
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	1	1	0	0	10	
